X2017_7_1_3_h,X2017_7_1_4_h,X2017_7_1_5_h,X2017_7_1_6_h,X2017_7_1_7_h,X2017_7_1_8_h,X2017_7_1_9_h,X2017_7_1_10_h,X2017_7_1_11_h,X2017_7_1_12_h,X2017_7_1_13_h,X2017_7_1_14_h,X2017_7_1_15_h,X2017_7_1_16_h,X2017_7_1_17_h,X2017_7_1_18_h,X2017_7_1_19_h,X2017_7_1_20_h,X2017_7_1_21_h,X2017_7_1_22_h,X2017_7_1_23_h,X2017_7_1_24_h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
5.871974849239768,5.811969182636587,5.818463369270037,5.517748330441272,5.653051477346215,6.294712951497841,5.929816772003193,6.191925490409483,6.000700455919929,6.1181125442670545,6.321537009978159,6.511327353463682,6.620299403343965,6.335161667346529,6.640818490678901,6.919585076566776,6.6639619320825645,6.695677526284555,6.71799272760154,6.801135904902474,6.825935790222444,6.671838701882883,162.10558336834356,164.2033802582725,167.1144435271867,169.40119604555338,173.33255184448126,175.72350290886848,177.4483468816852,178.6500110666135,178.74367475949686,179.20563966698396,6200.83334933581,7700.95892153671,9152.693346247257,10652.818918448158,12104.553343158705
1.0616948944995552,1.1086021667058272,1.1387217230803544,1.0977314068595918,1.0368997762724215,1.8336257196467587,2.2682827362661193,1.9511544655981552,2.243337570431631,2.875763330714552,3.2583403962349267,3.2362382448469367,2.7513436906925435,3.088065454115974,2.4189158363340435,3.0258319974405645,1.9676977528754713,1.4081395493460933,1.1478213108246063,1.1090123561138112,1.2924697994792473,1.1686715834570818,53.0185597703356,53.34162072774364,54.64942881511192,56.95215731439812,60.165234908844084,62.95880596927576,65.36064221028049,66.75689773353768,66.09370109342849,66.18826129305005,1530.3104692832744,1905.917706979795,2269.4085821699755,2645.015819866496,3008.506695056676
2.14152187232875,2.2871316378021276,2.1443921730246753,2.1762506969326894,2.184233573430011,4.515942796764149,6.490084621601721,5.5139877177547305,5.737400449132649,6.243219369859816,7.945652564523437,7.858364341230784,7.22625012417347,7.105426430832555,6.273615377862026,5.6115061115754425,6.179003016240131,4.345312000040039,2.6874283943081467,2.4403677421116923,2.948590977301164,2.5756530797854302,105.6484778772357,96.50678799755522,103.7114851267528,105.9407070649353,109.80336590206699,119.50037459780808,124.35535687057288,126.65850514799806,116.4242918914069,122.16449853942373,3434.998307863211,4279.3660374169285,5096.496098275364,5940.863827829081,6757.993888687516
3.2751819746185005,3.2798786834320217,3.243609973695308,3.362063960378897,3.3942434431867183,3.5294068641527687,4.138676906855707,5.1653312874411785,5.804338431253701,6.19572311836076,8.040974037610598,8.103191762944641,6.454523586480783,5.917850514479827,6.337920985958879,5.2087533475024,7.205765514591102,6.740753585198298,6.093538133376035,4.9901071599373354,3.6901785052116574,3.4942988213856996,124.74223952214193,124.0243244317313,126.36699307463729,127.96715374054257,131.82792475122088,135.26144031186678,138.44651309605777,139.58156509119263,137.48955599896033,138.1407993782496,4375.166167588414,5461.1870419230945,6512.174984827624,7598.195859162306,8649.183802066838
2.5223694405786925,2.5171833506169152,2.5320312682136725,2.5541194205012534,2.8553306931311146,2.6918952218763903,2.6081157763395333,2.5622105320366226,2.5607407875778923,2.581362884689642,2.574408459167308,2.7225094779702936,2.7701537621564856,2.7888723501593433,2.787153757327893,2.7984876611101916,2.602087144409814,2.4884314516851718,2.4828179143417812,2.5159861113265376,2.497048909957206,2.4883361666282666,66.40728914437818,67.02344950908429,68.05447643215554,69.43486533671057,71.65283594044178,72.97639990837203,73.75973377307656,74.33316627887808,74.28613156513023,74.44758552843862,2650.993819788401,3266.4487785080246,3862.050351462498,4477.5053101821195,5073.106883136594
0.3419507251301999,0.32329537121015894,0.3101714229384868,0.31901654088289344,0.3360389586707182,0.3564907584979029,0.3664784495623465,0.37075564056009963,0.37802169000524466,1.3320716290512373,1.5698716755157438,1.0746805562446475,0.5522758023279206,0.4329602812292617,0.44742606869325685,0.45459820872754736,2.0903021212359514,2.1640143177757984,2.2329116879499735,1.8640199149180638,0.3767014115158943,0.3717398385787881,37.154909707019186,42.72537487120839,47.847888164646164,53.768538041573095,60.32357029800097,66.667744213838,74.79912961086873,81.28486668043601,88.93720834885964,95.8244577658414,273.0693187836237,342.7754692404657,410.23303419869984,479.93918465554185,547.396749613776
1.1318475883439942,1.1211828201116572,1.315695681480443,1.644636760350692,1.414368140526522,1.2505761852232011,1.2563591514565364,1.3384603983021004,1.462564484804247,1.5142539154442802,1.435221711570264,1.3717029270562153,1.5453331186013164,1.6809801458905815,1.6010924232772972,1.4122451146957355,1.4186948853731762,1.3612926604255815,1.3665467914956428,1.4173570013400199,1.3296689010315097,1.1632106357151832,32.27898666528283,28.29911503532645,28.734694964724103,27.298558900363027,24.988153279922997,21.81920855821231,18.066308163359764,14.82158936165093,8.310950185416349,6.214216801675978,1470.7895781701368,1804.8227501547342,2128.0806585269243,2462.113830511523,2785.3717388837135
0.5053257933685668,0.4619739078733528,0.4873772454411558,0.47649621041613593,0.48322590187379394,0.4696615253743514,0.4569224850529955,0.699106691969684,4.8947503471698335,7.512553961416776,8.839163847767885,9.652413122520075,9.406781733889357,9.435888302867165,10.042576972736487,10.122209235478618,9.917375885391989,9.147646756418688,9.809454839773107,10.010159666471253,8.014766357928098,5.4512982275893425,136.22774781908902,148.03794650514112,161.1536854610731,173.19447396118363,183.05597212301038,199.26138292769144,216.4950678487715,223.630435074139,239.73625095525864,256.2750053065073,4075.9447157514064,5131.693024460545,6153.384936114548,7209.133244823688,8230.825156477693
0.2952458118530301,0.29880441087007625,0.3047713381402228,0.4679693347015421,0.5127716710741779,0.5549352289003338,0.5265076713579114,0.5726944687668696,0.5814800442833984,0.596937830049283,0.5941238800586636,0.5534474031285409,0.5742148882910967,0.5904915663102077,0.5654048463944585,0.5685726042808218,0.5370143879439271,0.5110487656207341,0.4975816247517499,0.5048147640689785,0.4823574035372384,0.319475793187812,12.127025471040005,12.287764257607947,12.429313884720422,12.620854333599471,12.95036264448613,13.112915465246836,13.31194400615614,13.421713180084245,13.495526628185647,13.511758562600855,505.48320593953474,621.1069152643556,733.0008275141821,848.624536839003,960.5184490888297
0.12228342897654781,0.12980270097638127,0.14217475612815805,0.5165518132926556,0.5275972806957461,0.5231129184343302,0.5527094678996288,0.6663933113882877,0.649004893217038,0.6562652845910251,0.5677463280740478,0.6037504710680976,0.602758559894406,0.605397083946512,0.5744634241052511,0.5017419759295563,0.6140653639754097,0.5814660824524436,0.5508283049805498,0.47876432884813713,0.41767535007172396,0.34051509460342,12.21887256499129,12.503780358302697,12.60980418041262,12.811874119871291,13.25896454664483,13.302056891839909,13.442887621009207,13.39549454947187,13.545294259575185,13.480937396786569,500.5768147431063,614.8013756742865,725.341273349622,839.5658342808023,950.1057319561377
